cell,stage,arm,role,theorem,replicate,failed,solved,cost,uncached_cost,receipts,requests,input,cached,output,artifact_sha256,input_sha256,result_sha256,proof_sha256,cache_sha256
validation__ace_historical__proof__amc12b_2003_p6__seed0,validation,ace_historical,proof,amc12b_2003_p6,0,False,True,0.04469604,0.06063179999999999,16,16,213957,88532,14867,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,9b32d2407a32c05dee63b88b27f547e1a3b8af4136d29e9d3192c09120c59ed7,af75c57b5bb96d93d7b80cf65859945eb0d3aeb982991c5def9cbb6a8a68425d,9a265be9d452a0753af5874ac59b67a2fb80601c42f8a98ddd0875320948cc5d,19e14e76c98fca15ed3f79cbb8e0f56571682aea1d26daae46c8aacda1bb387b
validation__ace_selected__proof__amc12b_2003_p6__seed0,validation,ace_selected,proof,amc12b_2003_p6,0,False,True,0.0047097599999999995,0.0153744,5,5,64032,59248,2140,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,ec09e203d73e6dafd219d2b64c0d7ad891a2510ae7dc023c4a48e50c083fc2ce,8396e3be032a51f8d4f39a865b8293b22ab70522a4ce908a3836e02a07487052,c87f49cf0ada3c5ddfc6e4641c584aa6649ef375c8639437b7004650ac5830ac,e06a875863a4c92d20a1a633dadeb773a14b3be166653d2c93037859923f29d6
validation__nonace_ordinary__proof__mathd_algebra_234__seed0,validation,nonace_ordinary,proof,mathd_algebra_234,0,False,True,0.0009367399999999999,0.001406,1,1,3766,2607,544,,7682f696eccd5d38f6cf761ea27d069b97ca84ef4d2da941b947c25f1e0286fc,0e630533a7cbd16d744f41657cebf9251fe3d5519864abcf99932a1868ac770c,2878a7b3439ff1f14b44616a4b610519e4b73a65473e9d12ece2a638d95c571e,6f2496e8ab1e7df376a67e540600aa6a2d873041d62664099366f147cbdb9b13
validation__ace_historical__proof__mathd_algebra_234__seed0,validation,ace_historical,proof,mathd_algebra_234,0,False,True,0.00049644,0.0013554,1,1,5961,4772,136,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,1b26e2f3faf342ffb048b9a28482d3c23b42998db0d200b5188e100100bffb3e,6ee1ec89efac415abc621ce997ed34a2438ba5bb39168d0592327c07db8fd3f4,907085e9e5f8f47232f0827aba7a20a6bd8f2300a4b2cc2b52f2b63d21ba7837,2fa3b20e8e727d9fda75eb4c90121023b4f49b6aadeabcf93c2f4dbefab0864f
validation__ace_selected__proof__mathd_algebra_234__seed0,validation,ace_selected,proof,mathd_algebra_234,0,False,True,0.00071762,0.002606,1,1,11680,10491,225,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,efb5512724020dca63e685cf69dd799b5558f60792242c385685fe15ca37abcc,b454148e309fce712d933572e967e06d075cffb5104655734b60063a5b243549,949e5260cd4bb298ece033d01280862e26b6a86aa15b9150026bbbdee4c682e9,e18ab6d687f2758ff9cb2d4238b0473342d8b58514926c470148dabf276e2c4d
validation__nonace_matched__proof__mathd_algebra_234__seed0,validation,nonace_matched,proof,mathd_algebra_234,0,False,True,0.00018626,0.0008636,1,1,3766,3763,92,,e226398d31115eeb42690154e28a3225da22286fec0e6dd32cb35f17e95ec06f,9f6a182107c0e470b2a6cf424dacdb2bf1c2263e440a0a168b423dba5f63ef7c,438d6779d87eff5f00ef74467889b9485a46754cfe4fab45e7abe8e6f322e197,bbbff45cb694f261d29a3c7be33cd41891c79e80d856a92ae46fa2f87da40f51
validation__ace_historical__proof__imo_1981_p6__seed0,validation,ace_historical,proof,imo_1981_p6,0,False,True,0.00467302,0.0075172,3,3,21746,15801,2640,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,e22c09e69c2f1bbd758a4d0aa9119381cc4838af3a61fd34bfeeacf989ef30df,f658a2a72c28fe4a3ad6a6e55a9e84370abd52980773b38ab457f1b0ff7977c5,89a3d32e7644d38b8007373c3120d78e933e9e0e4939f144a78bf7641b041430,93f621bd2fa8df66298b4c56d2af8b8558471196f3daa56245ad067f6dbec96a
validation__ace_selected__proof__imo_1981_p6__seed0,validation,ace_selected,proof,imo_1981_p6,0,False,True,0.01849774,0.044870799999999995,11,11,182384,146517,6995,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,c47bcc21fe54fb8a6938ff25c480906a61b26a7b5fd7d4eb950eec1fef016ebc,566e9a33c51d46fd763a7fcc9e52a9a0ad9b4b9c44f5abd69606f6ee2e046b80,aebbca1ac799ee59849b7aaede987d9d25b02468c95e559a0eca4e4c689bba88,ce9956d9f50f7a889f9e5c576138d5e395c945bf28e7b6ab119d41daa64094b6
validation__nonace_matched__proof__imo_1981_p6__seed0,validation,nonace_matched,proof,imo_1981_p6,0,False,True,0.00319194,0.0062352,4,4,21510,16907,1611,,d8e56772485c9a95cd1fcca862004869ad954a7136da1e2e829aaa4fb1eab0a6,c6705d0ef6b2b2a83dae17d50193a7d2d4a6a1ddcdba2fb0ceb4332944568c97,cb4b171d137f64e4c75081db012ad19e5e2ca874a7020ff9b49d32c83b125a46,fea259c5b5366d70ba5590246865e36af3c6061aaf2803788a688f8459f79950
validation__nonace_ordinary__proof__imo_1981_p6__seed0,validation,nonace_ordinary,proof,imo_1981_p6,0,False,True,0.00610836,0.0122586,7,7,47655,34168,2273,,b8e9b9c2bc085149fe947abf92d0bc819f313d1f75e0ca5e1c0c57620403f374,f1d546a7294f762d8ac114bb55714701798e64317084322c43704f8224d3804f,c137c4c66bb6c65d74a049ec135c522b03bfafbd3c4d5e7af7af91764e24aaa2,0b6e25118cf27f7efbf07169ecf1c25f1396b888003430c6780484dce41896da
validation__ace_selected__proof__imo_1964_p2__seed0,validation,ace_selected,proof,imo_1964_p2,0,False,True,0.028586419999999998,0.0552878,12,12,220393,148341,9341,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,88e8ddafd890154f2416dd098334cb1b8e5609ffddc50192e312f73c69506e70,afb5342125200cc14adb61ebb570b5bb4a528c9aafc3021be3d44a6d757f4f13,4d7811ecf4488c369181edb89201249d85f4e4f0619278f53945f0d29b6667c9,4e6aaa890e49f3db7f2570ecb26dbdef9ad1de9e28b7daca1a823f4d42808026
validation__nonace_matched__proof__imo_1964_p2__seed0,validation,nonace_matched,proof,imo_1964_p2,0,False,True,0.02337994,0.0335764,12,12,107588,56647,10049,,4e721ff3fcaee5cee58d89532b7075fd3d734fdd979250056bab138774fa306d,b848d91753b2313d12d1da1a562b0b19f215a508e7a68e483544b6df599349c1,17ccbb59a5e08a0a4fa63fcbcfcdd58e72aee469182980e88c6754183df9d081,db449f06834ddf8d8824cc4a7a9bd52200d690d0c945779d0870fde02b1541a5
validation__nonace_ordinary__proof__imo_1964_p2__seed0,validation,nonace_ordinary,proof,imo_1964_p2,0,False,True,0.02546422,0.0395278,13,13,136805,78131,10139,,b0665b76d9da8358ab1d74aaacfbfd3b62dbd21b8f57afdca89c29bb067b4ae0,0fb09546d487633bc69458ec105c5c663bc76801ef5d0702bf4a31be391afbeb,743283bc66b05365e4fd2eb17c6f715328c0f81f848115ba9911a9107e879338,f2adf17c47aa244a1bb7cf53ca6d33958c8da3d2f64e703dd0705e0a2837e958
validation__ace_historical__proof__imo_1964_p2__seed0,validation,ace_historical,proof,imo_1964_p2,0,False,True,0.010492979999999999,0.0278916,11,11,105954,96659,5584,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,43ce4c6babd405cdae7c1df317ec0251af6c4f2a6d1d95694359be8002d5a480,4eee7ea11287feb711ffd05cd5e22365d13093d395005595216bdc28bc676b9c,de0ca00e5b191000d44b7a4f71c1d0a4639c9e4ae2950b276b17ba50288eaaeb,8f4aadf07b19ec21e30b0f0002ad18940e209047be6b3659f0aaea6c1ac9b5b2
validation__nonace_matched__proof__mathd_numbertheory_405__seed0,validation,nonace_matched,proof,mathd_numbertheory_405,0,False,False,0.06614184,0.0759162,16,16,216909,54302,27112,,829654cfe463aced5af2a84fc9ff9649dfbb948eb0b42c69625ab62966315ca2,f8df627f493667c6aaa65ff71ea26efeaab07576201a3bb894e3496fc937579c,,ef4f5d2457c970b820a1bc02332ee7ced0322a55b9d2e4bfa6346a9efb5cc7d2
validation__nonace_ordinary__proof__mathd_numbertheory_405__seed0,validation,nonace_ordinary,proof,mathd_numbertheory_405,0,False,False,0.03491284,0.0522256,13,13,178712,96182,13736,,a78172346a0723dedbcfb04e50f7385fc291898bc6112a80125b54e6710be50f,68a48a9a4e75658ba51e08ab3a3e8c8ecfa03072d8b6f0092ae6a8ba4b802bba,,ffd5f6f27f9f43441cf85997992ca375d2d6f8573f322ed2832e50608c5410b8
validation__ace_historical__proof__mathd_numbertheory_405__seed0,validation,ace_historical,proof,mathd_numbertheory_405,0,False,True,0.03868464,0.051491999999999996,12,12,165156,71152,15384,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,a351f23be533d12e85c32260970babd5275dc32678fd281b9c9c6777be205199,d071d3019780d8eb79267feee31d588dc544bd310deb7a8af5a5ad76eac7defd,68071cfe188d44a4f7e0ff0b927e62c44494e2e49128f8564b2f2caf04843580,cd6e505b582413e25b4cb6b67bac512a23d14b28824f105d29c05fc4d4ea3a4d
validation__ace_selected__proof__mathd_numbertheory_405__seed0,validation,ace_selected,proof,mathd_numbertheory_405,0,False,False,0.058109179999999996,0.08775859999999999,13,13,321127,164719,19611,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,6dc58c7abd9401634f03140d72df627ebaa79d84bb5d3d09436cacf99aa642b6,0728edf35c3964654435262449866f00fbbedfe8358f32a9ee808cf2a9365e78,,09d7b91b08c7502d009af34ae80d4b8585634e6f2cd600ef7052dc8269c8df3c
validation__nonace_ordinary__proof__mathd_algebra_327__seed0,validation,nonace_ordinary,proof,mathd_algebra_327,0,False,True,0.0023694799999999998,0.0044096,3,3,19636,11334,402,,b40d6e60e2399d875fa25a59e333eebc9f8528b39408ade2340dbe28ffe30404,43bd7ead4aedb45a560c63c3572971ffd6f105ebad353bac437ac249e0011025,6593714f287277db2d8f0f2ef5ae9429c8d57b5fa216d0d6e33e7a08605d8f77,c5a6c04f98cb736379763010d9e96784a23f3c781d1ed676b7d768e0951563bf
validation__ace_historical__proof__mathd_algebra_327__seed0,validation,ace_historical,proof,mathd_algebra_327,0,False,True,0.00085566,0.0027876,2,2,12186,10733,292,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,dc00d90940ace79c7204298d1c03b6792d334def8c61f7606f9d1ede38a44889,65393b1ecf8ef3d2ccefd0406fca71d71c6e7bf2a505ef9b118f4bb8be3a7dbd,52774c79e20c6ea2438fa4971bbeb1e5321db672628b027d7a99c9c0eb1ae92b,350dfe88b46f9ede722c1ca85e92a9b55d271557cfd808b53656b1e240282c06
validation__ace_selected__proof__mathd_algebra_327__seed0,validation,ace_selected,proof,mathd_algebra_327,0,False,True,0.00196336,0.0080848,3,3,38522,34008,317,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,9d93877a1e5c94499b6010c3099a62f88f82790754e346447dd4e6a35ac624e7,9d79bf4dac0b5be352f9ae67162ba3ecbc3c99e7cf148339b853859a6efbf78b,617df3c855d57a537a5acdd83a169117b6a8c5511ca2b32ec6a06ae9a7168103,e0271c0b93a0990e5e95529a0b2392112fe2de9c0a631000027e53a8cd96c232
validation__nonace_matched__proof__mathd_algebra_327__seed0,validation,nonace_matched,proof,mathd_algebra_327,0,False,True,0.00318402,0.0114714,8,8,50787,46041,1095,,79a7bdfe8d65da36165d6bbfee652c41b03f125c7b0ed1fcde88c3c5d9a34f3d,c896322d7ad8b18bb2caa1e63cd6adb87aeaf309823cf598b491103c0154dc95,3d902fc2627260c3f6433b72e10e10c0781df4d9b435cbf7dc962138d55ab9cc,b95c37da294b8649423a60a10630069f026358161a927dd22692948b4db6d06a
validation__ace_historical__proof__amc12a_2013_p8__seed0,validation,ace_historical,proof,amc12a_2013_p8,0,False,True,0.0056834599999999996,0.0152366,8,8,58159,53073,3004,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,4177a82a6cd049ec112b956f4bfde3555684549ef95d27eca16e12c6e001a7c6,d3272af6cdde8372bf1321ce1e62226efb48ee51a390dcc87428a1e3ee3f3436,df3cc17e1cb67bcdf6f4e545e0d716f4e80cc8221bf61118288ea02fce291e75,123fb9a760181713c2ddc32e91439eed545f30b9e9074f27bb76be36914a4080
validation__ace_selected__proof__amc12a_2013_p8__seed0,validation,ace_selected,proof,amc12a_2013_p8,0,False,True,0.0036982399999999993,0.007474999999999999,2,2,24091,20982,2214,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,3e7aa4cbcc65e675f52d6d89100a5fbdd6caee6eff8791ebc789d9551a13d0cd,8f2f53636a9030be7f859563285eef7110518907b2eac4823f05e79fc8a55c2a,02436a41e6d56cb49b0f00273501e6bd7e7a86654eb40cedf40652a34d4a1653,5859785e17876bb79f03b094c1b05acdfd85ec3fdb86f0d556cfac3d758eb15b
validation__nonace_matched__proof__amc12a_2013_p8__seed0,validation,nonace_matched,proof,amc12a_2013_p8,0,False,True,0.00492932,0.007633999999999999,5,5,23890,15026,2380,,ea0870ebb05f68f3fdef3fb6a0f0f29f809ee4bbb7aac2f7fa73fce4c30e012b,28bf31d9c4902bdeccff7b24e2ed684b768c6a82f4ff503b71fa67267cfa7dd1,96f0977caf7649d9a75a866d820b5e377b184029717c4bf1fee97712c87bee6e,baa8008c519f83c423aff815f0dbdfb05aeb24bf20593fe89b9c4fe0c35b9f3c
validation__nonace_ordinary__proof__amc12a_2013_p8__seed0,validation,nonace_ordinary,proof,amc12a_2013_p8,0,False,True,0.00602754,0.010851,7,7,36459,26797,2966,,b1d612afd82d751ac01b3aa67fa5961d0398a4f8adcfdb4cf0d302a9ecee30fc,77566417fc95017d6f4895f42c290fb07852c2ecb7ee74184407829bbf0b9b44,11520f7b96bee0cb588fc8feb877ddebbadc1672bfcac358d56933606a49800c,404f6f7ce398f361b1eb24f989b0cfe75fc6ba08062fc8795bdd8ef596cbd450
validation__ace_selected__proof__mathd_algebra_190__seed0,validation,ace_selected,proof,mathd_algebra_190,0,False,True,0.0005682199999999999,0.0024566,1,1,11665,10491,103,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,ec341bc3f6872c80f3e1b68911381ae140bea157a021adcbf9b882fe1c68e624,82ff0743c2abcae00e701c8a5b5de577a571fcb9f91b0b7f493a0de60c89f58f,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,198d5d6ebae41b04c7dd8a44e84a942a1f6985a59d221730b4d5496eab4f0793
validation__nonace_matched__proof__mathd_algebra_190__seed0,validation,nonace_matched,proof,mathd_algebra_190,0,False,True,0.00055574,0.0010249999999999999,1,1,3751,2607,229,,4d8d23ab31b6bd99297ed09425767a6cd5dbd10760685b62eb3604614f89fca2,cb15a12105eab5f1d086ec0c890e5a58dfc5296a9b636cb5c147973407e3a460,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,22c6576ba922da66185075204c448d37475f739334038473dad8a50b2fb932e3
validation__nonace_ordinary__proof__mathd_algebra_190__seed0,validation,nonace_ordinary,proof,mathd_algebra_190,0,False,True,0.00021716,0.0008917999999999999,1,1,3751,3748,118,,74038230941edea32bfcf3ed6eea0cc973249427df53273321bc45748f5dc845,aff905adcac9cf54b03e5ab3a76e210bd1e68b72a95a0535b64d1b7b4cde4ff6,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,4d3187d5b49499e5fe89abc7a8b3b56cac750bf3ec67a4b889896385f1462c44
validation__ace_historical__proof__mathd_algebra_190__seed0,validation,ace_historical,proof,mathd_algebra_190,0,False,True,0.00042983999999999996,0.0012887999999999999,1,1,5946,4772,83,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,9b443a7c9e514974611a3252b21ee6d398eb7ef6d3f1c31e905b5139fbee6eb1,c4308620487c66004168f10797ab4b2960796e4adaa6183ff3af1f5aefe79d32,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,3911e0f8ca7c68482a9f8dc81b844517a5f87a0737cfe1ac7abf25d76180d997
validation__nonace_matched__proof__mathd_algebra_393__seed0,validation,nonace_matched,proof,mathd_algebra_393,0,False,True,0.0034583999999999995,0.0066552,5,5,26172,17760,1184,,ed523ad760a1c01a55d70fb707554065ec6a848e2a15874a6157687146be55a7,a0b0057582357dbf71fa8dfaf501fb3657531c09ccd753ee5009357e14ef2448,c294db9f7a98b577578608311fc21cd332e3287612eaa8a6ba1e7375f3a6b1b0,8021aef8c58121c7d4286085dbf9e6186e6725e29763ea6c505c932b620f5df3
validation__nonace_ordinary__proof__mathd_algebra_393__seed0,validation,nonace_ordinary,proof,mathd_algebra_393,0,False,True,0.00202024,0.0036747999999999998,3,3,13406,9192,828,,74f8517aa8f4b69dd074eca9070f8d324a78f91d196272997ac254bb115c2a09,6b492edae2e4b9d4de8af6aac79681ceb73c6a5b77ef7316ab31219ca5f6d103,8f576b2271ee7abc43ea083a86549befe5f002356a30af6ad1901a7ed8d8d5bf,18eea7835862d89dfbc5e485feb704c06cf05c73b6d7870fdf3d1f0e02916f9a
validation__ace_historical__proof__mathd_algebra_393__seed0,validation,ace_historical,proof,mathd_algebra_393,0,False,True,0.00418848,0.0093336,5,5,37572,28584,1516,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,ca6f905cccbdd324d393dcc9288f2475238692b32031aacb91e044baa4e81333,4822274d359449653222a1c0ec57364c97cd2fbd84dcac13f831e82e5a93cd40,e0cec1bebfea07a91fdde86edd0c733b910b6d9f9ad46bffff15800860822e74,4942db6de8349e76f74f1455b91972a6b2b0a256713cf23aabe1e29d5820c905
validation__ace_selected__proof__mathd_algebra_393__seed0,validation,ace_selected,proof,mathd_algebra_393,0,False,True,0.02504602,0.0962218,25,25,422669,395421,9740,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,39acbc8b2ac1773548bb9ced20a9cd02610072323190e8306a64283a3250465f,99be504caeb4f5c9d7a44aa93f40e2a71ae1a15f201e89d3b54d079213b9f7a1,55e475ccb185d101eca3b2c695020cbbf79ba0ac5790bd65073eee8d69f5bcbb,79e00bc7ab7aca612d19f352ddec8c78d171b3dcd5d3c7d98b540c7287132fd1
validation__nonace_ordinary__proof__amc12a_2020_p21__seed0,validation,nonace_ordinary,proof,amc12a_2020_p21,0,False,False,0.0388038,0.0571188,17,17,183516,101750,17013,,7bc57e8cc850df2ce36a0c96db587c403213107e088290b5dd7248a49b0e27a0,a93d1561d0fa6e089ece54bbdc274d5f0eef2cc5287d5acca2e69d5f80d820d9,,e7bb5a49d5eddd940fb412438e3ca2e52896da2cf240c5680aa73b90e272880c
validation__ace_historical__proof__amc12a_2020_p21__seed0,validation,ace_historical,proof,amc12a_2020_p21,0,False,False,0.0557669,0.2422136,54,54,1116010,1035815,15843,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,8d82867c14c79d626bac2ba761e1b595654cedb1631a71a98850de5147f093cd,c281141db4c6e9c0888023cd7b96524c0576a85bbd25670a541fb4854e9d3e7d,,2499eb5c795c3e55e26d3b59299e96a14b484ed4a9bc3c99066d643bd4aeaa79
validation__ace_selected__proof__amc12a_2020_p21__seed0,validation,ace_selected,proof,amc12a_2020_p21,0,False,False,0.053058759999999996,0.12204519999999999,24,24,498350,383258,18646,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,7a226242238212b805f501b5f0a394fd335f9de20c236834cc0e5104dbef1408,355dfdbf3e21a17c08b6a4b383e1df27e3f6933231618f6f00c661cca5d8a4a9,,3c78e89b81bf6552a6510088aac4da4cfcb444a8714f1605b6d06a250d3071ee
validation__nonace_matched__proof__amc12a_2020_p21__seed0,validation,nonace_matched,proof,amc12a_2020_p21,0,False,False,0.05178948,0.2085666,51,51,947727,870984,15851,,0f8af0d3683412a7d549d28dbd8cb3a1b17e275377244c9f35bb1681870b7366,41cc08fc2dda8c6ce359ce9386cb3dd6f86c9790134ce8d5993706ab36be7312,,a717877f4711f2f897947981bafaf9c16c77b96af417f2482685eb439b8c64e5
validation__ace_historical__proof__amc12a_2019_p21__seed0,validation,ace_historical,proof,amc12a_2019_p21,0,False,False,0.0340322,0.10407559999999999,26,26,482770,389130,6268,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,8a4babc35d605ad9fc68e98cde39bce3bc346e9fafb6ce78e0be4e2a5b0dc82d,6d97480267ca1cff1a4211469c5ddc291091a0552176fa41fccd16cc3911e0d8,,8fe0251fa6f6eeadd1272f9450efa3aa0ab460b4779c22cd5e333666f27c37ae
validation__ace_selected__proof__amc12a_2019_p21__seed0,validation,ace_selected,proof,amc12a_2019_p21,0,False,False,0.06690108,0.1413282,29,29,637947,413484,11449,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,4e74d4eab118de1bc36122c9a6fe47ce76c3b63115169b6df7f8ef4e0bafd16d,fc860ec1b49ff3c658b2f8bd867c20a43230383a025f3a513b97c1ec12ca3435,,9bde2be6461649c60419769ce2d6466bd9a6e176345116ebf8f4bc7dbeff61cc
validation__nonace_matched__proof__amc12a_2019_p21__seed0,validation,nonace_matched,proof,amc12a_2019_p21,0,False,False,0.06855056,0.16683019999999998,43,43,779737,545998,9069,,a438d4cea4778cf4ca252fdc22d3082b0a725f8c2d7500511ab145509aaf8070,d3497822bdc96cc3bb778909f4e7ad39bd022783e428fa284dc64c66964dcdbd,,f6de4d879652123586dc0486512fe235b803d1aa39594c68b6aa6bd83955b474
validation__nonace_ordinary__proof__amc12a_2019_p21__seed0,validation,nonace_ordinary,proof,amc12a_2019_p21,0,False,False,0.03655494,0.11647619999999999,40,40,518241,444007,10690,,601734a5f6941873c11f5489e3e8965f1521b52dd3cacf7b6fc5f4fd23b6cd03,b72c092d569c65f6c5a87497159bcec814702f7821dc79c8672dc95e88f27588,,45d1e513d2d702c8cbe5e13fc11bc0b1a5a6153a1a0d849a1207862ee875f614
validation__ace_selected__proof__amc12b_2002_p3__seed0,validation,ace_selected,proof,amc12b_2002_p3,0,False,True,0.016377779999999998,0.0509574,13,13,232911,192109,3646,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,a47ff82166fa644eecab6ecb82c35558dbe8b23cc2ab64539d0954568966afd1,d44e38de789de2c4ee1821a3575810611428c06cb1d0db7cc1daa8cde4e93dac,d417640f4651c085d5c8b5f7765e72c718a55ea844816266ca9d4bef47d1dbdd,0219632f1d9642531c7c7b6382b3f9e51d82532a6cff5327cdd4acb66780c82c
validation__nonace_matched__proof__amc12b_2002_p3__seed0,validation,nonace_matched,proof,amc12b_2002_p3,0,False,True,0.00539216,0.0100484,5,5,40510,25868,1622,,5f58c476546ef2b7ff0b1cde4b74742228a6b231e8d2e9cdb7bedadbbaf51f98,6b859547f609e2c64f350193587558db02e1b6d6e381c1c0d1c8b15482a87007,61a5424e6d431ec3061d7f54e44dc5c035b5c2af3cfe41ad27222477a980998e,b53d0dc5bd43633ef479660670318971bab9139a11cd8ce28fd8a000b12a4728
validation__nonace_ordinary__proof__amc12b_2002_p3__seed0,validation,nonace_ordinary,proof,amc12b_2002_p3,0,False,True,0.007436419999999999,0.0157886,10,10,61495,46401,2908,,5cc1b22eaec6687cb0607e709d61319863d4caeff18731def176e0a0e71c4cf0,6046a9852f2d06be158e11942168a0caeb693114ecffa61b15d953626394d0da,7bbf022f3f0838fd20b70ebc223e58069b0edf1955b3add4878275e93cdff3ef,cc37a015ead844321c9f6c4bbfa6153f76f4db1e5843f2051f4ed4bd59dcbd8c
validation__ace_historical__proof__amc12b_2002_p3__seed0,validation,ace_historical,proof,amc12b_2002_p3,0,False,True,0.0082872,0.0186102,7,7,76875,57350,2696,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,c9ba753794afacf265d9da58d4b599745eed737b37d767291b958fffc03b2380,b74b1687e89860d447538d47bb367e4db70626046b476813c131c8e7807e8639,74560c119f17253790ad008ca5378fe5f7592c9ae10a0be3d84f9782732bee05,3a32424fdb22ef69a87007ad744bc49f1305e64ef2ca3df152c151ba03f3160e
validation__nonace_matched__proof__mathd_algebra_214__seed0,validation,nonace_matched,proof,mathd_algebra_214,0,False,True,0.00123088,0.0021693999999999997,2,2,8099,5214,458,,4508082b65288b1a8ae5574de2b901d27c31411bd8c5539026844bfd41be208e,794e6e5e236f1386ae76d1a0264e42a35ca22e0b8979c356321cd3e0fa91268d,cb6a5d84348b6dfe717c8bf68a0c6781bcdfda8ac1106d58e54b18aea9bbf76f,0c301af5e521a8c988520752ecfb69e9cbca8182650a376d03f6cd169035ae3f
validation__nonace_ordinary__proof__mathd_algebra_214__seed0,validation,nonace_ordinary,proof,mathd_algebra_214,0,False,True,0.0018040199999999997,0.0029706,2,2,8139,6481,1119,,c0d71b3238bed4ac0ba7730766c07c8da67fe9243f02f6c52f49b2ceee201c28,cbc2f04efbd14bb02e3b6bf6eac4325403e2cdf11218459555b811782cd2a1b3,3e1aad231da3113e4a5b45bbdbedb6b7b3907dc10bb01b43e35d25f9eec7ea5b,4cd04c6dba7871c049875e649fde500fb6ad644666dff557f7088a347e0f123e
validation__ace_historical__proof__mathd_algebra_214__seed0,validation,ace_historical,proof,mathd_algebra_214,0,False,True,0.0007970399999999999,0.001656,1,1,6072,4772,368,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,d034a5964f6de09e586cf18efe9edb2031bfbd914680a216fccb818b2c8370d8,4e91ee8a084c91cd73aab8ceb2847c41e18a99278c6afb6bfd3b2c77e84e555b,cb6a5d84348b6dfe717c8bf68a0c6781bcdfda8ac1106d58e54b18aea9bbf76f,ac0abb2a75fd054f7cd7ff27acc290f221e02ec4503c10e091e141d5c354f37d
validation__ace_selected__proof__mathd_algebra_214__seed0,validation,ace_selected,proof,mathd_algebra_214,0,False,True,0.0008010199999999999,0.0026893999999999998,1,1,11791,10491,276,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,d114e02a12ea625fd676865e871536abacdd2172076b71e2564fb4f40a7d4e97,ba9b7de887d70c803cb0685d1d92c637bd3f8b8be94c48141a8cd74fc0286572,e60fdf2cada964c4f89edc1fdddefeff972b9d713fc56309c692ccc75c16de5e,629d60d24b00fc7677ccd17773571440151ba82a07f3c2da9f3643fe47ef7d2e
validation__nonace_ordinary__proof__amc12a_2016_p3__seed0,validation,nonace_ordinary,proof,amc12a_2016_p3,0,False,True,0.02497214,0.0409646,10,10,168157,88847,6111,,659c201d7b87bbda04bb2378a1d7127f093a9d624d7b8241e0c011e95bdb7042,7497fa106069859879e36a748cf4ac9f24ecf3a0c0f38f5e3816ca50791e6c27,c3e31f4f0f3cd24723a8abf36650206d02fcaa9d1c362df7638b1d38907350e2,eb7b9bbbd667216a2b817b5f0b7747dec5d3b7e69ed2047050b8e78389d3c7a9
