administrative,book,cached_input_tokens,cost,exceptions,failed,historical,input_tokens,model,output_tokens,requests,rocq_seconds,solved,source,status,theorem,token_cost,new_charge
False,luna,125319.0,0.2182638,{},False,False,156039.0,gpt-5.6-terra,10980.0,16,2.0809499183669686,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_64__cross-level0__gpt-5.6-terra__seed0,done,mathd_numbertheory_64,0.2182638,0.2182638
False,terra,18580.0,0.0026994,{},False,False,26733.0,gpt-5.6-luna,581.0,3,1.1267318800091743,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_327__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_327,0.0026994,0.0026994
False,terra,19776.0,0.00578592,{},False,False,29802.0,gpt-5.6-luna,2821.0,4,17.5563126783818,True,experiments/output/ace_capacity_20260912/cross/configs/amc12_2000_p12__cross-level0__gpt-5.6-luna__seed0,done,amc12_2000_p12,0.00578592,0.00578592
False,luna,38353.0,0.0579346,{},False,False,46415.0,gpt-5.6-terra,2845.0,6,1.1385156773030758,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_393__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_393,0.0579346,0.0579346
False,terra,335419.0,0.03898638,{},False,False,421473.0,gpt-5.6-luna,12556.0,27,2.633784214965999,False,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_530__cross-level0__gpt-5.6-luna__seed0,done,mathd_numbertheory_530,0.03898638,0.03898638
False,terra,4944.0,0.00052808,{},False,False,6118.0,gpt-5.6-luna,162.0,1,0.5768208149820566,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_190__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_190,0.00052808,0.00052808
False,terra,236782.0,0.02465744,{},False,False,278509.0,gpt-5.6-luna,9647.0,21,242.38996172416955,False,experiments/output/ace_capacity_20260912/cross/configs/imo_1984_p6__cross-level0__gpt-5.6-luna__seed0,done,imo_1984_p6,0.024657439999999996,0.02465744
False,terra,4944.0,0.0005118799999999999,{},False,False,6169.0,gpt-5.6-luna,140.0,1,0.5533169405534863,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_461__cross-level0__gpt-5.6-luna__seed0,done,mathd_numbertheory_461,0.0005118799999999999,0.0005118799999999999
False,terra,106855.0,0.0397749,{},False,False,217302.0,gpt-5.6-luna,12957.0,13,45.59794129151851,False,experiments/output/ace_capacity_20260912/cross/configs/aime_1991_p6__cross-level0__gpt-5.6-luna__seed0,done,aime_1991_p6,0.039774899999999995,0.0397749
False,luna,4772.0,0.0060804,{},False,False,5997.0,gpt-5.6-terra,223.0,1,0.004085593856871128,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_461__cross-level0__gpt-5.6-terra__seed0,done,mathd_numbertheory_461,0.0060804,0.0060804
False,terra,343044.0,0.039640680000000005,{},False,False,422019.0,gpt-5.6-luna,14154.0,30,138.69102125056088,False,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2020_p21__cross-level0__gpt-5.6-luna__seed0,done,amc12a_2020_p21,0.03964068,0.039640680000000005
False,luna,4772.0,0.005972399999999999,{},False,False,6573.0,gpt-5.6-terra,118.0,1,0.5678851287811995,True,experiments/output/ace_capacity_20260912/cross/configs/aime_1989_p8__cross-level0__gpt-5.6-terra__seed0,done,aime_1989_p8,0.005972399999999999,0.005972399999999999
False,terra,426190.0,0.03821100000000001,{},False,False,513270.0,gpt-5.6-luna,10226.0,31,2.8804759234189987,False,experiments/output/ace_capacity_20260912/cross/configs/algebra_others_exirrpowirrrat__cross-level0__gpt-5.6-luna__seed0,done,algebra_others_exirrpowirrrat,0.038210999999999995,0.03821100000000001
False,luna,77881.0,0.35839419999999994,{},False,False,166310.0,gpt-5.6-terra,13830.0,14,46.12828154210001,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_405__cross-level0__gpt-5.6-terra__seed0,done,mathd_numbertheory_405,0.3583942,0.35839419999999994
False,luna,183197.0,0.34369540000000004,{},False,False,251777.0,gpt-5.6-terra,14158.0,17,48.61912907101214,False,experiments/output/ace_capacity_20260912/cross/configs/aime_1991_p6__cross-level0__gpt-5.6-terra__seed0,done,aime_1991_p6,0.3436954,0.34369540000000004
False,luna,22992.0,0.07091439999999999,{},False,False,31370.0,gpt-5.6-terra,4130.0,4,9.097314587794244,True,experiments/output/ace_capacity_20260912/cross/configs/amc12_2000_p12__cross-level0__gpt-5.6-terra__seed0,done,amc12_2000_p12,0.0709144,0.07091439999999999
False,luna,4772.0,0.0052204,{},False,False,6209.0,gpt-5.6-terra,116.0,1,0.6414747992530465,True,experiments/output/ace_capacity_20260912/cross/configs/amc12b_2020_p5__cross-level0__gpt-5.6-terra__seed0,done,amc12b_2020_p5,0.0052204,0.0052204
False,luna,361456.0,0.36408719999999994,{},False,False,414474.0,gpt-5.6-terra,15480.0,33,18.03124619461596,False,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2020_p21__cross-level0__gpt-5.6-terra__seed0,done,amc12a_2020_p21,0.3640872,0.36408719999999994
False,terra,21655.0,0.0029243000000000003,{},False,False,26557.0,gpt-5.6-luna,1259.0,4,1.1361713409423828,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_251__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_251,0.0029243,0.0029243000000000003
False,luna,270831.0,0.32405019999999995,{},False,False,331919.0,gpt-5.6-terra,12309.0,23,170.99176609423012,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_37__cross-level0__gpt-5.6-terra__seed0,done,mathd_numbertheory_37,0.3240502,0.32405019999999995
False,luna,23038.0,0.0193696,{},False,False,27221.0,gpt-5.6-terra,533.0,4,1.200658893212676,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_421__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_421,0.0193696,0.0193696
False,terra,38492.0,0.00482144,{},False,False,50428.0,gpt-5.6-luna,1387.0,7,1.2467327658087015,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_433__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_433,0.00482144,0.00482144
False,terra,91248.0,0.03804916,{},False,False,147569.0,gpt-5.6-luna,20800.0,13,1.3608569204807281,False,experiments/output/ace_capacity_20260912/cross/configs/aime_1984_p7__cross-level0__gpt-5.6-luna__seed0,done,aime_1984_p7,0.03804916,0.03804916
False,luna,282235.0,0.363891,{},False,False,357543.0,gpt-5.6-terra,13069.0,26,2.138261334039271,False,experiments/output/ace_capacity_20260912/cross/configs/algebra_others_exirrpowirrrat__cross-level0__gpt-5.6-terra__seed0,done,algebra_others_exirrpowirrrat,0.36389099999999996,0.363891
False,terra,335931.0,0.03399562,{},False,False,395138.0,gpt-5.6-luna,12863.0,30,216.98264296352863,False,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_37__cross-level0__gpt-5.6-luna__seed0,done,mathd_numbertheory_37,0.03399562,0.03399562
False,terra,109172.0,0.013296839999999999,{},False,False,148521.0,gpt-5.6-luna,2703.0,12,2.053669751621783,True,experiments/output/ace_capacity_20260912/cross/configs/amc12b_2002_p3__cross-level0__gpt-5.6-luna__seed0,done,amc12b_2002_p3,0.013296839999999999,0.013296839999999999
False,terra,4944.0,0.00057828,{},False,False,6177.0,gpt-5.6-luna,194.0,1,0.5887530446052551,True,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2002_p6__cross-level0__gpt-5.6-luna__seed0,done,amc12a_2002_p6,0.00057828,0.00057828
False,terra,125610.0,0.038757400000000004,{},False,False,213812.0,gpt-5.6-luna,15504.0,16,2.650926286354661,False,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_405__cross-level0__gpt-5.6-luna__seed0,done,mathd_numbertheory_405,0.0387574,0.038757400000000004
False,terra,57949.0,0.011728780000000001,{},False,False,82310.0,gpt-5.6-luna,4748.0,9,1.262570413760841,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_393__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_393,0.011728780000000001,0.011728780000000001
False,luna,59711.0,0.09997620000000002,{},False,False,86136.0,gpt-5.6-terra,2932.0,10,1.670322299003601,True,experiments/output/ace_capacity_20260912/cross/configs/amc12b_2002_p3__cross-level0__gpt-5.6-terra__seed0,done,amc12b_2002_p3,0.09997619999999999,0.09997620000000002
False,luna,120659.0,0.10742379999999999,{},False,False,130361.0,gpt-5.6-terra,5324.0,13,0.9267355231568217,True,experiments/output/ace_capacity_20260912/cross/configs/imo_1960_p2__cross-level0__gpt-5.6-terra__seed0,done,imo_1960_p2,0.1074238,0.10742379999999999
False,luna,4772.0,0.0058204,{},False,False,6005.0,gpt-5.6-terra,200.0,1,0.5743559682741761,True,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2002_p6__cross-level0__gpt-5.6-terra__seed0,done,amc12a_2002_p6,0.0058204,0.0058204
False,luna,94511.0,0.37697820000000004,{},False,False,156423.0,gpt-5.6-terra,19521.0,14,2.9279788453131914,True,experiments/output/ace_capacity_20260912/cross/configs/aime_1984_p7__cross-level0__gpt-5.6-terra__seed0,done,aime_1984_p7,0.37697820000000004,0.37697820000000004
False,luna,241967.0,0.1594914,{},False,False,257430.0,gpt-5.6-terra,6681.0,21,1.5301389209926128,True,experiments/output/ace_capacity_20260912/cross/configs/aime_1991_p9__cross-level0__gpt-5.6-terra__seed0,done,aime_1991_p9,0.1594914,0.1594914
False,luna,212320.0,0.16920400000000002,{},False,False,240404.0,gpt-5.6-terra,5881.0,22,1.2729649310931563,True,experiments/output/ace_capacity_20260912/cross/configs/amc12b_2003_p6__cross-level0__gpt-5.6-terra__seed0,done,amc12b_2003_p6,0.169204,0.16920400000000002
False,luna,4772.0,0.0050544,{},False,False,5946.0,gpt-5.6-terra,146.0,1,0.5927983392030001,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_190__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_190,0.0050544,0.0050544
