path,theorem,partition,strategy,status,category,checks,cost,cost_source,unknown_charge,administrative_censoring,evidence
experiments/output/ace_economy_20260916/validation/configs/validation__views__imo_1969_p2__seed0,imo_1969_p2,validation,prove_theorem_grounded,done,arithmetic_or_search,5,0.03980428,dated billing receipts,False,False,audit/cells/7899e6aa497cadb6f824cacd894604730d9f4b274710fc949259e545130644b5.json
experiments/output/ace_online_x-online-s0_agentic/configs/imo_1969_p2__ace-305d0235-core-medium__gpt-5.6-luna__seed0,imo_1969_p2,validation,prove_theorem_ace,done,unknown_reference,17,0.07378254,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/78b5056ce51dfa4d1b134abd5b455cc2c3acfebdced69abb85828aa4ade53cc4.json
experiments/output/acet_x_validation_ace_x5_offline_k3_agentic/configs/mathd_algebra_282__acet-fc7b45d4-b1806cce-k3-core-medium__gpt-5.6-luna__seed1,mathd_algebra_282,validation,prove_theorem_ace_triggered,done,incomplete_proof,18,0.028690080000000003,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/78c5133e1e4bc58f74d480d21808b5ed62dc5dae64b87166c25f225b514e4131.json
experiments/output/ace_economy_refinement_20260916/final09/configs/validation__agentic__aime_1991_p9__seed1,aime_1991_p9,validation,prove_theorem_grounded,done,arithmetic_or_search,14,0.04023604,dated billing receipts,False,False,audit/cells/78c795bccb985918a1b0eb2f9d0403791f785637f9e9120119b015667377ab84.json
experiments/output/ace_economy_20260916/validation/configs/validation__agentic__imo_1984_p6__seed0,imo_1984_p6,validation,prove_theorem_grounded,done,other_or_unobserved,4,0.01395546,dated billing receipts,False,False,audit/cells/78e99d278bf74d7eecc09d198e03e89ee7a46e875bdec022686672e6c21306e1.json
experiments/output/ace_mechanisms_20260910/validation/configs/mathd_algebra_282__validation-E__gpt-5.6-luna__seed1,mathd_algebra_282,validation,prove_theorem_grounded,done,no_verifier_evidence,0,0.021997,dated billing receipts,False,False,audit/cells/79140e094d3c01085f18bf7901ba9e6b89bbd7fcd2a308413691c97df18a7685.json
experiments/output/ace_adaptation_x-offline-e3/configs/step82_curator_mathd_algebra_28,mathd_algebra_28,train,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7933b73e69643b0cd708ced7d17dc64d1dd895b0073becfcf3a4fc844f0daaa1.json
experiments/output/ace_mechanisms_20260910/training/configs/amc12b_2004_p3__training-C__gpt-5.6-luna__seed0,amc12b_2004_p3,train,prove_theorem_grounded,done,unknown_reference,15,0.039384539999999996,dated billing receipts,False,False,audit/cells/79396c2985a23c4dc9a694cf06b615097fb515e3bf47f54d7ee4b6b0aeccaddf.json
experiments/output/ace_x_validation_ace_x3_strong_rv3_agentic/configs/mathd_numbertheory_405__ace-b596e7df-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_405,validation,prove_theorem_ace,done,incomplete_proof,28,0.08160314000000002,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/797a11e5bee1b73964e625eefcde7eb5515a0e201bf102dfca40b7541a960945.json
experiments/output/coverage_cycle_20260911/validation/E2/configs/amc12a_2008_p4__validation-E2__gpt-5.6-luna__seed0,amc12a_2008_p4,validation,prove_theorem_grounded,done,other_or_unobserved,13,0.04011568,dated billing receipts,False,False,audit/cells/7a000fbd5efe8dc8d123f671115d4fe2925be3471d8b339a07c2e2fb4169363f.json
experiments/output/ace_economy_refinement_20260916/final04/configs/validation__agentic_reset__mathd_numbertheory_37__seed1,mathd_numbertheory_37,validation,prove_theorem_grounded,done,unproved_prerequisite,13,0.025342399999999998,dated billing receipts,False,False,audit/cells/7a0941a3c40467cdf24e6bcd73e78fdd69fa1ea3d0470ea6a28804b61bd1395e.json
experiments/output/ace_x_validation_agentic/configs/amc12a_2020_p21__ace-1ac8a092-k10-core-medium__gpt-5.6-luna__seed0,amc12a_2020_p21,validation,prove_theorem_ace,done,arithmetic_or_search,7,0.13630084,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7a2524c03acff495f45b44ce4dc72b6c7a8e8bfc8c9810fef0e7cd583d5fd252.json
experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12_2001_p21__seed1,amc12_2001_p21,validation,prove_theorem_grounded,done,syntax,15,0.043404859999999997,dated billing receipts,False,False,audit/cells/7a4a90cd29a3ec28fd384676297a36e2a9892c11cd4e858277eb6c45cbc25df1.json
experiments/output/ace_attribution_20260912/training/terra/configs/amc12b_2002_p11__terra-ace-medium__gpt-5.6-terra__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,incomplete_proof,5,0.3499714,dated billing receipts,False,False,audit/cells/7a4f15fa5479536c3a89e36dd1282247609f2895f9ed701bc54f02b9e21d1600.json
experiments/output/coverage_cycle_20260911/validation/S/configs/imo_1984_p6__validation-S__gpt-5.6-luna__seed0,imo_1984_p6,validation,prove_theorem_grounded,done,other_or_unobserved,5,0.03295462,dated billing receipts,False,False,audit/cells/7a504f604753b19cac4a99ee375c46e59e16dbbee8480c7c8ecfce17172ed8e6.json
experiments/output/ace_roles_20260913/training/configs/training__candidate__proof__aime_1984_p1__seed0,aime_1984_p1,train,prove_theorem_grounded,done,syntax,12,0.039767859999999995,dated billing receipts,False,False,audit/cells/7a701dba64bbeb327ac122a431a280aa80be2d7ac442bbc77dc83fb64a0c6215.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__ace__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,10,0.01521054,dated billing receipts,False,False,audit/cells/7a854ffffbb7d2a74d493a1e0dd74d3d31bd9973065cbf7510db72e5e1c4a111.json
experiments/output/ace_economy_20260916/validation/configs/validation__ace__algebra_others_exirrpowirrrat__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,10,0.03581368,dated billing receipts,False,False,audit/cells/7a8e6f1deb9ac70f83ef94e8fc556b90634f777ea06362158da8b734873a9fcf.json
experiments/output/ace_snippets_20260913/writer_pilot/receipt_repair/configs/writer-receipts-v2__amc12b_2004_p3__curator__seed0,amc12b_2004_p3,train,write_rocq_receipts,done,incomplete_proof,2,0.0072616,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7aa0a76e9851ffa1f2b710df96f62c6cb7f63c46d741b83ea1da1b387a37a129.json
experiments/output/ace_models_20260910/proof/configs/amc12b_2002_p11__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,unproved_prerequisite,6,0.0377621,dated billing receipts,False,False,audit/cells/7aacbf00d7f8fd2bee828c3b253237fa9109ddfc2e915aa6ad0a21c5ec0edb3f.json
experiments/output/ace_x_validation_ace_x4_offline_rv3_agentic/configs/amc12a_2019_p21__ace-f1dd5c3a-core-medium__gpt-5.6-luna__seed1,amc12a_2019_p21,validation,prove_theorem_ace,done,unproved_prerequisite,10,0.025587499999999996,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7af5229650cea5ece829bed4ac946c177136ce1474183d4c0c5879fd44a75111.json
experiments/output/ace_economy_20260916/validation/configs/validation__agentic__aime_1991_p6__seed1,aime_1991_p6,validation,prove_theorem_grounded,done,unproved_prerequisite,4,0.03271258,dated billing receipts,False,False,audit/cells/7b157f18dffbf70e0267cd2dc1cbbb64958a84720e580cff51b55c6947fb18f9.json
experiments/output/ace_adaptation_x-mono/configs/step32_curator_mathd_numbertheory_48,mathd_numbertheory_48,train,rewrite_playbook,done,no_verifier_evidence,0,0.015498839999999996,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7b1fc7c12aeaca87790f7c081af60eae80602ec600b405e35df9723460ab9691.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/aime_1991_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0,aime_1991_p6,validation,,failed,platform_failure,0,0.00327796,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7b3c4b5941adcf55233aa760442769d3c4ddc8058f80af9b4fe726fac1cda71d.json
experiments/output/ace_economy_refinement_20260916/final10/configs/validation__ace_compact__mathd_numbertheory_405__seed1,mathd_numbertheory_405,validation,prove_theorem_grounded,done,other_or_unobserved,8,0.038570759999999996,dated billing receipts,False,False,audit/cells/7b5d9caf6467f8d2e627a9a0ec32c1554ab5599c037bc4aeb411e0b2a0109954.json
experiments/output/ace_adaptation_x-mono/configs/step17_generator_induction_pord1p1on2powklt5on2,induction_pord1p1on2powklt5on2,train,prove_theorem_ace,done,other_or_unobserved,10,0.03363092,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7b88e596ac2159bb8929ad13da82a1b925aa175662e90882809920a0624b2f78.json
experiments/output/ace_bounded_validation/configs/mathd_numbertheory_530__integrated-r64__gpt-5.6-luna__seed0,mathd_numbertheory_530,validation,prove_theorem_grounded,done,other_or_unobserved,5,0.03860048,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7b8f4260c1099d5eac3789867a8f5b7b8e76a658ed1b917d3e4344c3a5b8b61f.json
experiments/output/coverage_cycle_20260911/validation/H/configs/imo_1969_p2__validation-H__gpt-5.6-luna__seed0,imo_1969_p2,validation,prove_theorem_grounded,done,no_verifier_evidence,0,0.045368099999999995,dated billing receipts,False,False,audit/cells/7ba5ea4b1b8a915313a2e8feb34465446da75fac26990e85e8eb485199e33aa4.json
experiments/output/ace_revision_20260913/validation/configs/validation__control__proof__amc12_2000_p12__seed1,amc12_2000_p12,validation,prove_theorem_grounded,done,other_or_unobserved,12,0.0312553,dated billing receipts,False,False,audit/cells/7ba9d98eb69ed571a356760918761eb190d2aeef6d0447904434a196040dc76a.json
experiments/output/x_validation_stall_seenstate4_agentic/configs/amc12a_2020_p21__core-medium-stall-seenstate4__gpt-5.6-luna__seed0,amc12a_2020_p21,validation,prove_theorem_agentic_stall,done,incomplete_proof,14,0.04619909999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7be6b4f432ca6507b628a110872e881afa76b72122d74eee11d764da142db791.json
experiments/output/ace_x_validation_ace_x5_offline_rv2_agentic/configs/algebra_others_exirrpowirrrat__ace-fc7b45d4-core-medium__gpt-5.6-luna__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_ace,done,syntax,22,0.04646024,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7c25433be098d002702d987110425f46afb8e252ceffb6c36e9b9b59dc820378.json
experiments/output/ace_adaptation_x-online-warm-s0/configs/step31_curator_mathd_numbertheory_461,mathd_numbertheory_461,validation,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7c2bf9cc1bd041f246fe413426a38fbcffcc01fcecd5e5c5c22a35ef0b4a9a5d.json
experiments/output/ace_economy_refinement_20260916/final00/configs/validation__agentic__algebra_others_exirrpowirrrat__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,7,0.03982542,dated billing receipts,False,False,audit/cells/7c3fae32a1bf62d34ed404ab6a2a99f87c80494205dacdcb7ce0784f133f5c7e.json
experiments/output/ace_sanitized_20260917/pilots/configs/pilots__concise__proof__amc12a_2020_p13__seed0,amc12a_2020_p13,train,prove_theorem_grounded,done,unproved_prerequisite,6,0.04235736,dated billing receipts,False,False,audit/cells/7c46ec76000b65c00f60fd0bae6524c08010246b46e07db0632ff60df8eb6f7c.json
experiments/output/ace_models_20260910/proof/configs/aime_1988_p3__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,aime_1988_p3,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.02717176,dated billing receipts,False,False,audit/cells/7c62a3f88efae6ca29c91a8dd9f8918ec0e5d5c516f913b0ad751d9fb2331485.json
experiments/output/ace_models_20260910/proof/configs/amc12b_2002_p11__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.02703202,dated billing receipts,False,False,audit/cells/7cae88cc4a09458415538a1ac9e75ceb46c71d6d05f1b7c1319515c0f03ed7bd.json
experiments/output/ace_models_20260910/proof/configs/induction_pord1p1on2powklt5on2__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,train,prove_theorem_grounded,done,other_or_unobserved,2,0.03103494,dated billing receipts,False,False,audit/cells/7caf6cacab089924e374b5d88c9539b1cf85f7d502a588bdb45901d26a57ef33.json
experiments/output/x_validation_agentic/configs/amc12a_2019_p21__core-medium__gpt-5.6-luna__seed1,amc12a_2019_p21,validation,prove_theorem_agentic,done,other_or_unobserved,17,0.05699038,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7cb5e16e04f14d404d77dca56b4cd362779a88d212bb083a8a451e627ad30003.json
experiments/output/ace_adaptation_review-repair-s0/configs/step28_generator_mathd_algebra_185,mathd_algebra_185,train,prove_theorem_ace,done,verifier_resource,19,0.10600194,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7ccb5405e05668ed9d6a7bce469d4c1cf5becccf4d5fcfb6fd49749c87474272.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__agentic__proof__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,8,0.02138976,dated billing receipts,False,False,audit/cells/7cde587458deef59878264a82d0204136127ba4c667e95653f0278ddc3f3b56c.json
experiments/output/ace_x_validation_agentic/configs/mathd_numbertheory_530__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_530,validation,prove_theorem_ace,done,unknown_reference,11,0.0424003,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7ce58892f7c9f8848b37148baa8a69a424dfc0f8ddb3b002b3d5e850f10d4787.json
experiments/output/acet_x_validation_ace_x5_offline_k3_agentic/configs/imo_1984_p6__acet-fc7b45d4-b1806cce-k3-core-medium__gpt-5.6-luna__seed1,imo_1984_p6,validation,prove_theorem_ace_triggered,done,incomplete_proof,21,0.02865676,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7cf3a8db5c39db040e6c6e011796cd028560171c1b8aa3df3333fdec516e3545.json
experiments/output/ace_x_validation_ace_x5_offline_rv3_agentic/configs/imo_1984_p6__ace-fc7b45d4-core-medium__gpt-5.6-luna__seed0,imo_1984_p6,validation,prove_theorem_ace,done,verifier_resource,22,0.0371971,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7d1d3745639c1f80833707dab63f9ceaca2e65b368c4918b117856b3c609937b.json
experiments/output/ace_x_validation_agentic/configs/aime_1991_p6__ace-d56da056-core-medium__gpt-5.6-luna__seed1,aime_1991_p6,validation,prove_theorem_ace,done,unproved_prerequisite,17,0.08116428,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7d2276389484a5d485b80f9c0fa788746a6c14f1fdef6bbf23731628ffdc7585.json
experiments/output/ace_mechanisms_20260910/training/configs/mathd_algebra_224__training-E__gpt-5.6-luna__seed0,mathd_algebra_224,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.029424339999999997,dated billing receipts,False,False,audit/cells/7d39b1c506b10d1bdd427ff69ac4f41b683bb3eae164b38169369c9c1d81cee8.json
experiments/output/acet_x_validation_ace_x5_offline_k3_agentic/configs/imo_1969_p2__acet-fc7b45d4-b1806cce-k3-core-medium__gpt-5.6-luna__seed0,imo_1969_p2,validation,prove_theorem_ace_triggered,done,arithmetic_or_search,23,0.05123292,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7d414de3e0d1b7bdd9c7c6d460174e5bae1ebfafd2eaa9bf7cefb5643f617171.json
experiments/output/ace_online_x-online-s1_agentic/configs/mathd_algebra_282__ace-d2353690-core-medium__gpt-5.6-luna__seed1,mathd_algebra_282,validation,prove_theorem_ace,done,incomplete_proof,16,0.023088519999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7d58bbe60db79f996f2be039f9d739813da0b84fc68710c077b349ece26bb37d.json
experiments/output/ace_adaptation_x-offline-e3/configs/step83_curator_mathd_algebra_247,mathd_algebra_247,train,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7d7ae56520ed2000457d29576ad51f8087a4d3894838bd2c9b70ab639dbc3cfa.json
experiments/output/ace_polish_validation/configs/mathd_numbertheory_405__candidate-r64__gpt-5.6-luna__seed1,mathd_numbertheory_405,validation,prove_theorem_grounded,done,other_or_unobserved,9,0.04207194,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7d8a3a4cf975e011610e207fc1404b76f10d3a1a3ca371341d482c29522b515c.json
experiments/output/ace_economy_refinement_20260916/final18/configs/validation__agentic_reset__mathd_numbertheory_303__seed0,mathd_numbertheory_303,validation,prove_theorem_grounded,done,other_or_unobserved,10,0.04695688,dated billing receipts,False,False,audit/cells/7da51d669ab7c50bb6fa83a41e13d423975b0ecb4979ea3814a2a915ad2ceab4.json
experiments/output/coverage_cycle_20260911/validation/D2/configs/mathd_numbertheory_530__validation-D2__gpt-5.6-luna__seed0,mathd_numbertheory_530,validation,prove_theorem_grounded,done,other_or_unobserved,6,0.03713666,dated billing receipts,False,False,audit/cells/7db1e661b264fa2d55738abb904455970608fd4d2f54587eaafd4a024c45b46f.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_numbertheory_303__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_303,validation,,failed,platform_failure,2,0.00936888,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7dd0e43e4e8c07dc78f7da6bdd090efaf86596aa428c6aa4ff2712a9a8aa26b7.json
experiments/output/ace_adaptation_x-mono/configs/step28_curator_mathd_algebra_185,mathd_algebra_185,train,rewrite_playbook,done,no_verifier_evidence,0,0.014828039999999997,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7de9b050329dba78831c9a6eb3eb4db0c4d6bee55763113c08d0283333c1efbc.json
experiments/output/ace_models_20260910/proof/configs/amc12b_2002_p11__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.022179519999999998,dated billing receipts,False,False,audit/cells/7dff20cd9e98903ce73145443815230050d20b0e7b25139f657aa8148f63341d.json
experiments/output/x_validation_agentic/configs/mathd_numbertheory_37__core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_37,validation,prove_theorem_agentic,done,syntax,15,0.02622635999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7e04905c35c3a4c3ab2d61a3885ab63b76d1e67b0e118befb9e6c16b34ae8ff2.json
experiments/output/ace_polish_validation/configs/aime_1991_p6__reference-r64__gpt-5.6-luna__seed1,aime_1991_p6,validation,prove_theorem_grounded,done,unproved_prerequisite,5,0.04218519999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7ed033f470356d4e5bf91cae6cac488706893fd4de2294f07691618a220df8c4.json
experiments/output/ace_x_validation_ace_x3_strong_rv3_agentic/configs/mathd_numbertheory_530__ace-b596e7df-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_530,validation,prove_theorem_ace,done,other_or_unobserved,8,0.03236668,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7ed7c22c253629cc84538e9624dcb2157ab0af083289c7caba9ecf547e639b8d.json
experiments/output/ace_economy_session_20260916/validation/configs/validation__agentic_session__aime_1984_p7__seed0,aime_1984_p7,validation,prove_theorem_grounded,done,unproved_prerequisite,11,0.04290828,dated billing receipts,False,False,audit/cells/7eddb551dfa3635c40df3c675194d661e6f36b64b900f740324ec8e08127b39f.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__agentic__proof__mathd_algebra_282__seed0,mathd_algebra_282,validation,prove_theorem_grounded,done,incomplete_proof,9,0.0378989,dated billing receipts,False,False,audit/cells/7ee81997382f34c77cc9a116d03550f39436f0e9abff09867d89f039df048492.json
experiments/output/ace_models_20260910/proof/configs/imo_1977_p6__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,imo_1977_p6,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.02934506,dated billing receipts,False,False,audit/cells/7f2a1a4da27cbf41a549f60a0c5a9fecbb05a6cba3630b3b24b01f3fdf5066ca.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_numbertheory_530__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_530,validation,prove_theorem_ace,done,other_or_unobserved,9,0.03733928,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7f4a4d69018fe1ac60aaa7d5497b701c8337642c480a4e3e3723400acc043a23.json
experiments/output/ace_x_validation_ace_x3_mono_rv3_agentic/configs/algebra_others_exirrpowirrrat__ace-0e162d51-core-medium__gpt-5.6-luna__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_ace,done,arithmetic_or_search,14,0.0357661,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/7fa776069096d3017b6ad27b15ecbdeab5579c61049ee875ce26bb5fe102e4e8.json
experiments/output/coverage_cycle_20260911/validation/E2/configs/mathd_algebra_282__validation-E2__gpt-5.6-luna__seed0,mathd_algebra_282,validation,prove_theorem_grounded,done,incomplete_proof,9,0.037759459999999995,dated billing receipts,False,False,audit/cells/80906067b05fa3e449607cef5820b3ba10a1793e35dba8770af618aee69e7c02.json
experiments/output/ace_attribution_20260912/training/terra/configs/mathd_algebra_185__terra-none-medium__gpt-5.6-terra__seed0,mathd_algebra_185,train,prove_theorem_grounded,done,other_or_unobserved,5,0.3520492,dated billing receipts,False,False,audit/cells/80a220e5a6e261f3272c1f7300241990e9fe55f5ad39dd9e5e863427ff42879d.json
experiments/output/ace_economy_refinement_20260916/final18/configs/validation__ace_reset_compact__mathd_numbertheory_303__seed1,mathd_numbertheory_303,validation,prove_theorem_grounded,done,other_or_unobserved,4,0.0375259,dated billing receipts,False,False,audit/cells/80bae1c252c1e63e11d085f3ea351d6ed1811f4a62c982d56b96bd95ca5fe9f5.json
experiments/output/ace_x_validation_ace_x3_offline_rv2_agentic/configs/mathd_numbertheory_37__ace-1e4aec7d-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_37,validation,prove_theorem_ace,done,syntax,26,0.060679340000000005,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/80d0c1d4302b2d1288d7a5ac9b7138b1446c45c2e7b29f8c152530dd0e07642f.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__agentic__proof__mathd_numbertheory_530__seed1,mathd_numbertheory_530,validation,prove_theorem_grounded,done,other_or_unobserved,7,0.03715222,dated billing receipts,False,False,audit/cells/80d79b83c0650a9317e22aa31c6e10a6f8869018d78021bdbb5adf2ba523c041.json
experiments/output/ace_control_cycle_validation/configs/algebra_others_exirrpowirrrat__validation-r64__gpt-5.6-luna__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,13,0.0669746,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/80fca99c6646616244dde30d0ed710cb9a797b9bc7dadb3e0555734a6ea7d49e.json
experiments/output/ace_mechanisms_20260910/training/configs/mathd_numbertheory_48__training-E__gpt-5.6-luna__seed0,mathd_numbertheory_48,train,prove_theorem_grounded,done,arithmetic_or_search,1,0.02586586,dated billing receipts,False,False,audit/cells/811062afe9c74a19dc17d88b8065c848de5a6cfc1ab9231604ec1307cf13457e.json
experiments/output/ace_revision_20260913/training/configs/training__candidate__proof__amc12b_2002_p11__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,other_or_unobserved,5,0.038112599999999996,dated billing receipts,False,False,audit/cells/815b33a2557c964ea0b68e68df194abf45f0a6a85bfa87424ff0c7353fa905b1.json
experiments/output/ace_capacity_20260912/headroom2/configs/algebra_amgm_sum1toneqn_prod1tonleq1__E-level2__gpt-5.6-luna__seed0,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_grounded,done,unproved_prerequisite,46,0.10936666000000003,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/8160938e64e0c766ca005445fc475340f37d1a00132e7d739c63628154e834ff.json
experiments/output/x_validation_agentic/configs/imo_1969_p2__core-medium__gpt-5.6-luna__seed0,imo_1969_p2,validation,prove_theorem_agentic,done,incomplete_proof,21,0.0275082,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/816f2bb0e371b3b427d490647a51073173d0b167e75418a386fb545d7036efb4.json
experiments/output/ace_economy_refinement_20260916/final04/configs/validation__ace_reset__mathd_numbertheory_37__seed1,mathd_numbertheory_37,validation,prove_theorem_grounded,done,other_or_unobserved,16,0.03862636,dated billing receipts,False,False,audit/cells/8184a4135366a00509767e769d4278f90c6dc1c648a76dc088c3fddb5acd4d43.json
experiments/output/ace_models_20260910/proof/configs/algebra_amgm_sum1toneqn_prod1tonleq1__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_grounded,done,unproved_prerequisite,14,0.04007636,dated billing receipts,False,False,audit/cells/818e21cc5d0ca9d94b5f0a47b4b975c2a54ada52e6ddd5994aa05426f9f2b081.json
experiments/output/x_train_agentic/configs/mathd_algebra_224__core-medium__gpt-5.6-luna__seed1,mathd_algebra_224,train,prove_theorem_agentic,done,syntax,19,0.05510938,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/818ece87520b9a610f4c43ccc9ae58bde3eebda61c3fef937ac05672d778b92e.json
experiments/output/ace_x_validation_ace_x3_offline_e3_rv3_agentic/configs/algebra_others_exirrpowirrrat__ace-d0d7ce24-core-medium__gpt-5.6-luna__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_ace,done,incomplete_proof,11,0.0274221,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/81a65656014440eaf08f43f2eeeead46200e8927e54fcbb982b0889d8dd7f736.json
experiments/output/ace_contenders_20260910/configs/amc12a_2019_p21__validation-reflector-xhigh__gpt-5.6-luna__seed0,amc12a_2019_p21,validation,prove_theorem_grounded,done,no_verifier_evidence,0,0.024417,dated billing receipts,False,False,audit/cells/81b8eeb36a5f5fa9d4c5262f4730a3b5c1f6cc6cdd68b76176e561ffe83cb700.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_numbertheory_37__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_37,validation,prove_theorem_ace,done,unknown_reference,12,0.10443012,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/81b905734fbc4a373de8978be13512f925416653358aab22ece1d884dcd442b3.json
experiments/output/ace_polish_validation/configs/algebra_others_exirrpowirrrat__reference-r64__gpt-5.6-luna__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,arithmetic_or_search,6,0.03667356,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/81c170a7be7d2c6e19e0e77e79eaa52526a6b1ff93279dae31a522f84ff84514.json
experiments/output/ace_mechanisms_20260910/validation/configs/induction_prod1p1onk3le3m1onn__validation-E__gpt-5.6-luna__seed0,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,no_verifier_evidence,0,0.0263403,dated billing receipts,False,False,audit/cells/81c1ca215e975ee5305ee78555133ab247dad1c6ca790980b84439671e9d2ad2.json
