cell,request,receipt,output_limit,structured,shadow_32768_denied,proof_checked,truncated
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,18,77aa96a99db04f7fb342fe287a083e4c,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,19,cfde3724b03b48218505d75423e1a589,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,20,de277e357b1542e5afe01b8c68e6fe43,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,21,fa006c9e8b9b4720b2253f89806269e7,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,22,1223379eb18b496cb3cf21eff2474a6d,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,23,2eb055c266194977925e9e04ac10a6ae,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,24,b3cba83387d84da48f712b58211754b9,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,25,473b727977954de68ccacb30812d0335,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,26,777e7edbf2b64be292e2b3d85fe98664,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,27,4ced1d53a7b6497ab904fd9b0b13e1f7,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,28,813b2886081e47bca75c1ad6126d5f65,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,29,496a51aa69904802a0f1a8920db03f30,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,30,3b690c004487455bb760c21a94bd9589,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,31,98318b6535ac49c396e6e97d69eed1a2,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,32,8b3769d3c56a4ee4ba10f744a23339fa,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,33,16e788f6aad746a4b773dc80cf1701dc,4096,False,False,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,34,c05c4e292be140e0be1136ef1b4a54c1,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,35,1c78787e87984af085ddacedd4ecaa65,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,36,be46d4d67dc345ddbd132ffa3aee57b7,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,37,e07d241b977d4c1f84aad1687ba9163b,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,38,57b88446a4154179ba42ec431c1503b1,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,39,30969a871d3946fd8bcc32ffc2a6dcc1,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,40,3d032a72c19c45f98cbbfae8e229df23,4096,False,False,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,41,1e76f3c265604797a81f69604ce2b2cf,4096,False,False,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,42,151e89ff66c14fa7ae59eed52684e018,4096,False,True,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,43,548fe28f95f84f578ced9c858908999e,4096,False,True,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,44,0ee12e49a114428ab2065d5f13ba7fd8,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,45,42952176844b437a848782bd49aa0049,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,46,7e642df133b140bcbb624e90a2ea4aa3,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,47,724e88891c084dfa89d8ba58806f0f33,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,48,ad2ea6f9dfad4ee9adc1ed0a080665ac,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,49,c503761e4dff4c3c82945e06e49c24b4,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,50,303a8b2dbe3c40ee8d6d543575ca278c,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,51,b891425a724a4db4aa6fb1d5cf5c0970,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,52,5827f80451024db4b347fac62b947f52,4096,False,True,False,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,53,e41431dadb6641949a8a698a1ede304e,4096,False,True,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,54,40ece6194ac24567b3a5f53b9e1dc5b5,4096,False,True,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,55,9d6347d927a545e8b53c503dfc3b6657,4096,False,True,True,False
algebra_others_exirrpowirrrat__validation-A__gpt-5.6-luna__seed0,56,6dfe45a414744c3c9624ca707320d010,4096,False,True,False,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,1,8967311883a4475a8cf8344dbc5975e9,4096,False,False,True,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,2,f8fc4f5311d34cbb8f011d4c85f55e92,4096,False,False,True,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,3,0a5fc73021704ad48dfaac70fa8ceaae,4096,False,False,True,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,4,46f88e2387d348d2b05c3aa3e116f446,4096,False,False,True,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,5,5cab2e7eb6a44ad489a6babee616e05c,4096,False,False,True,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,6,6e5f1c02d2654e148107b9541559ca7d,4096,False,False,True,False
amc12_2000_p12__validation-A__gpt-5.6-luna__seed0,7,7d3595b3d48e4acd96e236f7471fc7b2,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,1,d39831d35d1943e59f491ef3f376b769,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,2,48ce751be1994e2b951cd37b4736a761,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,3,a89e3b36097643d69fd4aa027ab82b07,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,4,1cb9f0dbb6874642a02d2ef1b23a9e55,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,5,cc79fca9be20435598c6ab6ae5d316ca,4096,False,False,False,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,6,99fb30153ecb45d4b3d1d85bfc7cf179,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,7,0fbd0eef8ba04770a5a4ac4f9cb9e471,4096,False,False,False,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,8,05be6689856f494fbc46703ec21a9105,4096,False,False,False,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,9,029baa03f43c436f9ac283a528a98434,4096,False,False,False,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,10,092b748363154182b111206f1916a8ff,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,11,3d0cb025790e4416985c0a5b3c68aa20,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,12,f3227871dc684d76bff8d736cc1df51b,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,13,a30e86cfbfe04cbaba656c73252d128b,4096,False,False,True,False
amc12_2001_p21__validation-A__gpt-5.6-luna__seed0,14,7048fcac5d8a46b5a10dd897a447c968,4096,False,False,False,False
amc12a_2002_p6__validation-A__gpt-5.6-luna__seed0,1,df4d860df60647d08e3d45da0ca72b17,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,1,05785c259ac949bab76821a0e9a7277c,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,2,ddeac589006d4df09fef2d422a8a9725,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,3,09ec85c9dcef455e8f473bd7127f2ed8,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,4,a53c95e225a7455a9b77231e5c87d65c,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,5,dc3e8423719143c981fc6fc899122676,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,6,7222d8e4a1964a089be618ff22cffac5,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,7,286612027c4a426b92520d871520be94,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,8,d058e1ecf007454d913f608262e50e37,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,9,e43b028c7f4b4c14b7fdedc7ce86883f,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,10,6ce15069480449209872a999ced8ee3b,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,11,e88d7252329d4f608a9ed5fb5a80a1e4,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,12,e0ff17300fd04f9088f1299105ad30d9,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,13,0cec9e371d1e45c6a39efcedbf7c69d3,4096,False,False,False,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,14,9290277f00224efa8e8c8980cfdb7e36,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,15,dec7421849444f799b48376798d9d5fa,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,16,a1cf9b5446c44e26821f2e154da0437c,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,17,642804b304f54dac95d45742b04755bb,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,18,8cd21eaddb004b41803ac99fc9ed6e17,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,19,f7e91dc401e74a2f9b3181c4e81d1213,4096,False,False,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,20,1826d59439b542fd831577d91ab9a127,4096,False,True,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,21,fdce86e3bf01489da2faa3a44a1dad74,4096,False,True,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,22,426791d8a5fa497da1ba600c68bcce23,4096,False,True,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,23,5560589d94f64baea64145c36e3ab8e3,4096,False,True,True,False
amc12a_2008_p4__validation-A__gpt-5.6-luna__seed0,24,1a82d165ede840eeae4f1fe8a84bd5fc,4096,False,True,True,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,1,9f35dd849ede4147b90339c944a95159,4096,False,False,True,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,2,a2a0d2537c004988985e7e598b50703a,4096,False,False,False,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,3,96c6b0e64b854d7696934ba0e6ea76c8,4096,False,False,True,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,4,d55d732bfbc249279b0532ad4455fe67,4096,False,False,False,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,5,d994c9c331384cd6b3cfa1acc0cc754c,4096,False,False,True,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,6,95b12cef509a40d8bbc895e2b273d74f,4096,False,False,True,False
amc12a_2013_p8__validation-A__gpt-5.6-luna__seed0,7,dee9794a7bcb4544bf27b40a6639a521,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,1,464ae9229f6a4f64b95d212e2830a5c8,4096,False,False,False,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,2,dc8ecb9291944ce0b566f39ce8cd8db0,4096,False,False,False,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,3,6f4c725a29fe4294bf818b7dbfeff482,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,4,9d6480fee3864c3db5be239a818974d3,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,5,dc90fa1f06f1433cb9aad2e8ab348346,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,6,5ac8770322f44f108b23e0315af03379,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,7,6d7fee0ea00042d1a68dd1aa865ab081,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,8,78dbd5bb7b06474680956f3bdf75ad79,4096,False,False,True,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,9,d34a1850061d4175adea666a2be2b050,4096,False,False,False,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,10,62af0e484a6a4b269c3e3d9ab55ec12d,4096,False,False,False,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,11,cb935993b30347eb9cbcf4ce1513095f,4096,False,False,False,False
amc12a_2016_p3__validation-A__gpt-5.6-luna__seed0,12,c0218a8a1fee4aa6a78d81ead3575a00,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,1,f51a529fdf184c25b3f44a1d9afa89eb,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,2,f124a23ffd164e5baaeefc0c2fd989e6,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,3,89f1f2cceaab4534aa93fab81f6ab4d6,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,4,5710351d71444e94a69db6d56f0a7e14,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,5,67879874c8cc4120b2151f38deb97c17,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,6,d5dd3a917ab04f349e2a5d0e8770167e,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,7,7ae491731a9f4e958a3d521f69c79695,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,8,4d23a85dee3545b1bef79a8bf275b75a,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,9,388a505e9c3c411caebc40067c18f88a,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,10,8b37c501b99d4448ae8e0da8e211b23f,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,11,01d205752a1747b6af99a03dc89689a7,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,12,8db620caed1e4f54a44e975282c1aec0,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,13,166aea3374d24bc69a488580dba48c38,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,14,f8f18c7034ac4c43ac25fd3a05f9c763,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,15,a17d4aca8a804b86912e506bfe4e37db,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,16,d3076e64723a4eceaa056a7a57ec4773,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,17,66d35e910d494703bbc3e00955ec1192,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,18,89ee3a341f414ca484a634841d507c33,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,19,042e6bcb3eb64cb6bd9f2ad96f7e56ff,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,20,eee324b3b4484de0a9c9496ed991221b,4096,False,False,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,21,2edfc2c296124ba680fb956a975e33dc,4096,False,False,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,22,beafafef5dc142c083c7ac72310b0ead,4096,False,True,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,23,7b42c8069dd04c3ca1f8adedce4a4c6a,4096,False,True,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,24,2f7f5bcdbeff43ce853f61a57ae75529,4096,False,True,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,25,dbf83578665d4a97baeb05b2cc0ab441,4096,False,True,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,26,46d364b2d04b4d5792271a7c058d1102,4096,False,True,False,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,27,b2d1f54e97ef45acaaa0c9fb78043e57,4096,False,True,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,28,942d67322bac4017a9a39bcc337bd03b,4096,False,True,True,False
amc12a_2019_p21__validation-A__gpt-5.6-luna__seed0,29,9d7c42d14b0c4052b6621ebf3c2e8d4f,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,1,8e4d7cc3a77e4d6bbc69ffdc238c1e97,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,2,45cf2cdc53a6405da7667b91e64e1160,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,3,2cc9156f760346568e86e8c56acb2133,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,4,1ae7f04d2dac4366814f1ab3a3577ef9,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,5,153e9ef862744c758c297fff4241845d,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,6,431fc98c1cfb4e11b5e1fe7d3d4342db,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,7,4306cb9520504e0eb75fc514402fa65c,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,8,798670d98f7c4d1796a0411df05d4137,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,9,68a1d4aeecf54cf38d978ccbcceefd80,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,10,12e55a52caf84edfbe9c76cf580db946,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,11,04f603f5e834496bb8c5c1498794a450,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,12,d10e736172ea445e866f9b40c902d75f,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,13,6310d84310734b5da5f7702903e01879,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,14,6af858939d564dbeb96a8b4e99dc20cf,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,15,12d66e50bae241548c2b05f9dae131b1,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,16,f563f35e79c74a438d2de075ee72ca85,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,17,b18b9b43490145e0b0b99f2894b8c7f4,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,18,15117a11cd46436aabbfd9e42d2017e5,4096,False,False,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,19,a6a8be2fb44e4dbfa0425d3c83f6e92d,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,20,fa0a7717f0be44009854dc5a8bf4c77c,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,21,d516a005aca14408a225c0b1baa2bf97,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,22,699349d6e07740028901a06ed7f12cf5,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,23,be21eb4b94304ca0b6f7798bcb0cb0c3,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,24,cb09c65c4a194359abf901a7d7ed2f48,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,25,c77556ccf36a40999f4660cf911a000e,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,26,35920846ded0467dae24ea6b2d3ee769,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,27,bd477162504e44b8afbddf7dceee3a2a,4096,False,False,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,28,0e4d25f1fbda439f8315f1d75a728155,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,29,5574af07008547c8b283df4595334191,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,30,f65756ed802f4697a6198dc05b7e0f2f,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,31,b66e306b5a354d289ea09114e7031021,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,32,ef0660f9ad454943b35db4485e967236,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,33,2e095d8f8dab43a5a41c0d31cf68cdd5,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,34,ca7fea0aab7d43ee80dc44d469419ceb,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,35,bacbd94e13d44600a829f9d3d7d5c3e5,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,36,59c9f6d140ec4b7a8c0e701eb313a4d0,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,37,d94b708707e44040adb7d7548dfdf470,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,38,a1c24416737b471ea9375ed7529c67f2,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,39,d20875ae926f44178680252eb16b4df4,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,40,dc01540e9b1241068cfbb06f651e35dd,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,41,b1cb8c5b2a364addaa8d488e3946f135,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,42,25984242097246da9f9a36410c2ed420,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,43,dcc75f3051484ca999e82c086ef81da1,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,44,c11cb34c429343579f7288bb653cf0a9,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,45,464fc31b871f4233b1ef2e260ef945e1,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,46,60df6d98b22346aa8e082091d93c1585,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,47,59bd44ae9d0445f2a2287f81972ad5e3,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,48,9793d6f9e4e34ad19d35e198a18f719a,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,49,a544370a4e0c4de2a13c621fea2f83c7,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,50,c48fa35002a347da84ca269191e3473a,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,51,b7b0c435c851461ea19f8f4f718380a0,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,52,ce7e3a6e99c14e4c94ba6eae00390429,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,53,84ce22e812af4d86bf220d6363eabf86,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,54,ee8236b6f89042adbcdd510a5e5eddc0,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,55,fd9e8feddeac46aca26afdf5bdf6175e,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,56,7cd9a46404fc46839a6822a9f4d19353,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,57,80c32e890c824c5ba0fd793be877476a,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,58,757cbabeb8fa4ecdb955eeb130d5ca85,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,59,b29327e764c1474492c724decbea6100,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,60,68212d09f01a464ab3eefcb34a04f14e,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,61,d2851fcb874b472b88f18f1bad1fc0a5,4096,False,True,True,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,62,beb7cce900bc4cb4b1f3940cdf111cfe,4096,False,True,False,False
amc12a_2020_p21__validation-A__gpt-5.6-luna__seed0,63,cb3671c56ed44bbcb693e4f42b28ba7f,4096,False,True,False,False
amc12b_2002_p3__validation-A__gpt-5.6-luna__seed0,1,bec09dfff59c4c0e8945d81ca776dea5,4096,False,False,False,False
amc12b_2002_p3__validation-A__gpt-5.6-luna__seed0,2,b54689389cbd4b8db92541ad0c4427db,4096,False,False,False,False
amc12b_2002_p3__validation-A__gpt-5.6-luna__seed0,3,9d99b2538f704c55873db5597babde70,4096,False,False,False,False
amc12b_2002_p3__validation-A__gpt-5.6-luna__seed0,4,86bcb112b4cc4ed2890693c94ad6a036,4096,False,False,True,False
amc12b_2002_p3__validation-A__gpt-5.6-luna__seed0,5,117b0f01d8c0404882e3173fea32129b,4096,False,False,True,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,1,e512799712314f85b0afa5b3213d37fe,4096,False,False,False,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,2,efa07c866751467c8600035fad228906,4096,False,False,False,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,3,eaf64c203c2a45e49550aa3025dc1059,4096,False,False,False,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,4,0f3d0be19dca466b97242acb0be7d4b7,4096,False,False,True,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,5,9ee9ab59f82d4e58b2b09c75d6ebe727,4096,False,False,True,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,6,0e53f732be064c459a3b4b4ca4158d9d,4096,False,False,True,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,7,bb709594281d429ea57aabd6cec22d6b,4096,False,False,False,False
amc12b_2003_p6__validation-A__gpt-5.6-luna__seed0,8,fafe80a517a5425ba1638a8b20c82bc7,4096,False,False,True,False
